errors,paths,path_avg,path_max,path_min,path_std,traffic_matrices,traffic_avg,traffic_max,traffic_min,traffic_std,computations,computation_avg,computation_max,computation_min,computation_std,translations,translation_avg,translation_max,translation_min,translation_std,pushed_schedules,push_avg,push_max,push_min,push_std
2,259,3.4355559845559847,17.637,0.354,2.9308639358750983,513,0.021590643274853803,0.216,0.0,0.014688832059789565,513,0.05223586744639376,0.246,0.028,0.021883768779934712,513,0.0994775828460039,0.546,0.048,0.04238495440331339,513,0.3528382066276803,0.678,0.161,0.08009981043143943
