errors,paths,path_avg,path_max,path_min,path_std,traffic_matrices,traffic_avg,traffic_max,traffic_min,traffic_std,computations,computation_avg,computation_max,computation_min,computation_std,translations,translation_avg,translation_max,translation_min,translation_std,pushed_schedules,push_avg,push_max,push_min,push_std
4,245,3.888224489795918,19.102,0.584,3.2419177767995504,490,0.025640816326530612,0.171,0.003,0.01902859669483759,490,0.09209183673469387,0.333,0.045,0.04141625860929623,490,0.17146530612244898,0.824,0.098,0.06334512714756897,490,0.45433061224489796,1.038,0.209,0.10666353306506848
