errors,paths,path_avg,path_max,path_min,path_std,traffic_matrices,traffic_avg,traffic_max,traffic_min,traffic_std,computations,computation_avg,computation_max,computation_min,computation_std,translations,translation_avg,translation_max,translation_min,translation_std,pushed_schedules,push_avg,push_max,push_min,push_std
1,219,5.031703196347032,18.606,1.017,3.5813558114491704,416,0.08339663461538462,0.423,0.024,0.06380794895694954,416,0.37523317307692305,1.066,0.186,0.16399098110825205,416,0.8206225961538461,3.013,0.486,0.2595021728330053,416,1.043701923076923,1.984,0.455,0.2308355646862149
