errors,paths,path_avg,path_max,path_min,path_std,traffic_matrices,traffic_avg,traffic_max,traffic_min,traffic_std,computations,computation_avg,computation_max,computation_min,computation_std,translations,translation_avg,translation_max,translation_min,translation_std,pushed_schedules,push_avg,push_max,push_min,push_std
7,221,4.071067873303168,35.698,0.796,3.4026688976728923,451,0.04942350332594235,0.306,0.01,0.040530211252149645,451,0.2184279379157428,0.967,0.115,0.10067426470202757,451,0.4171463414634146,1.66,0.257,0.14631447366290196,451,0.8120155210643015,1.418,0.347,0.1715478610984413
