errors,paths,path_avg,path_max,path_min,path_std,traffic_matrices,traffic_avg,traffic_max,traffic_min,traffic_std,computations,computation_avg,computation_max,computation_min,computation_std,translations,translation_avg,translation_max,translation_min,translation_std,pushed_schedules,push_avg,push_max,push_min,push_std
6,224,4.2300625,19.788,0.657,3.470571168875334,452,0.03990929203539823,0.26,0.006,0.03430104369564805,452,0.15119469026548674,0.54,0.079,0.06378513104885318,452,0.2951283185840708,1.967,0.166,0.1390369358439472,452,0.6794977876106195,1.508,0.307,0.14542909212969232
